author_type,url,floor,floors_count,rooms_count,total_meters,price,underground
developer,https://www.cian.ru/sale/flat/307015742/,1,15,3,66.82,13784966.0,Солнцево
developer,https://www.cian.ru/sale/flat/306743597/,12,12,3,56.6,13749078.0,Новомосковская
real_estate_agent,https://www.cian.ru/sale/flat/309087362/,5,12,3,64.7,13800000.0,Бульвар Рокоссовского
real_estate_agent,https://www.cian.ru/sale/flat/307954260/,3,9,3,56.2,13900000.0,Домодедовская
developer,https://www.cian.ru/sale/flat/306748297/,2,9,3,73.3,13941332.0,Бунинская аллея
developer,https://www.cian.ru/sale/flat/309185667/,10,14,3,87.33,13884247.0,Щербинка
developer,https://www.cian.ru/sale/flat/307017163/,3,15,3,56.52,13886964.0,Румянцево
real_estate_agent,https://www.cian.ru/sale/flat/305321484/,14,52,3,76.0,41500000.0,Раменки
real_estate_agent,https://www.cian.ru/sale/flat/308089960/,3,9,3,57.9,23190000.0,Коломенская
developer,https://www.cian.ru/sale/flat/282960151/,2,13,3,79.3,38833210.0,Спартак
real_estate_agent,https://www.cian.ru/sale/flat/306942080/,37,41,3,97.2,72300000.0,Аэропорт
real_estate_agent,https://www.cian.ru/sale/flat/307771676/,12,14,3,79.5,19440000.0,Люблино
developer,https://www.cian.ru/sale/flat/306326989/,20,34,3,87.7,59065950.0,Парк Победы
real_estate_agent,https://www.cian.ru/sale/flat/303228319/,5,21,3,116.78,115000000.0,Улица 1905 года
real_estate_agent,https://www.cian.ru/sale/flat/303261968/,2,11,3,103.0,59900000.0,Смоленская
developer,https://www.cian.ru/sale/flat/306155133/,2,22,3,120.0,110980000.0,Улица 1905 года
real_estate_agent,https://www.cian.ru/sale/flat/300973858/,7,41,3,91.2,80000000.0,Аэропорт
real_estate_agent,https://www.cian.ru/sale/flat/308352419/,5,7,3,75.0,41500000.0,Курская
developer,https://www.cian.ru/sale/flat/300285577/,4,30,3,142.8,56000000.0,Серпуховская
real_estate_agent,https://www.cian.ru/sale/flat/282554703/,7,18,3,90.4,45000000.0,Динамо
real_estate_agent,https://www.cian.ru/sale/flat/308753890/,6,16,3,73.4,19200000.0,Генерала Тюленева
developer,https://www.cian.ru/sale/flat/274701063/,3,17,3,76.3,47125016.0,Ломоносовский проспект
real_estate_agent,https://www.cian.ru/sale/flat/296390213/,22,53,3,130.0,100000000.0,Ломоносовский проспект
real_estate_agent,https://www.cian.ru/sale/flat/308800566/,8,14,3,71.0,42300000.0,Минская
developer,https://www.cian.ru/sale/flat/293711658/,3,6,3,136.8,292820000.0,Чистые пруды
real_estate_agent,https://www.cian.ru/sale/flat/307106658/,3,15,3,100.0,180000000.0,Спортивная
real_estate_agent,https://www.cian.ru/sale/flat/308089669/,4,6,3,75.0,71250000.0,Смоленская
developer,https://www.cian.ru/sale/flat/308070828/,3,24,3,73.2,29656532.0,Технопарк
real_estate_agent,https://www.cian.ru/sale/flat/308711129/,9,21,3,117.0,115000000.0,Улица 1905 года
real_estate_agent,https://www.cian.ru/sale/flat/303951960/,6,17,3,82.7,39000000.0,Петровский Парк
developer,https://www.cian.ru/sale/flat/308968977/,10,13,3,79.9,39039140.0,Терехово 
real_estate_agent,https://www.cian.ru/sale/flat/303016439/,4,5,3,150.8,195000000.0,Тверская
real_estate_agent,https://www.cian.ru/sale/flat/306655775/,6,6,3,135.0,77000000.0,Красные ворота
developer,https://www.cian.ru/sale/flat/308766339/,2,6,3,137.5,265730061.0,Спортивная
real_estate_agent,https://www.cian.ru/sale/flat/308395572/,11,14,3,100.0,215000000.0,Спортивная
developer,https://www.cian.ru/sale/flat/309190337/,5,12,3,78.69,13871352.0,Щербинка
developer,https://www.cian.ru/sale/flat/309195324/,8,14,3,75.8,13815233.0,Филатов Луг
developer,https://www.cian.ru/sale/flat/303067862/,11,12,3,73.1,13875000.0,Кедровая
developer,https://www.cian.ru/sale/flat/309197702/,7,12,3,80.86,13836521.0,Силикатная
developer,https://www.cian.ru/sale/flat/309188095/,3,17,3,76.43,13895823.0,Филатов Луг
developer,https://www.cian.ru/sale/flat/306747854/,6,15,3,75.0,13859593.0,Бунинская аллея
developer,https://www.cian.ru/sale/flat/306745976/,3,9,3,75.6,13858916.0,Улица Горчакова
realtor,https://www.cian.ru/sale/flat/308417501/,4,9,3,60.1,13898000.0,Коньково
developer,https://www.cian.ru/sale/flat/306775086/,2,7,3,65.3,13935020.0,Нахабино
real_estate_agent,https://www.cian.ru/sale/flat/307635407/,6,16,3,52.5,14000000.0,Университет Дружбы Народов
real_estate_agent,https://www.cian.ru/sale/flat/308336195/,8,9,3,58.2,14000000.0,Тёплый Стан
developer,https://www.cian.ru/sale/flat/309259272/,1,11,3,65.0,14024399.0,Зеленоград — Крюково
developer,https://www.cian.ru/sale/flat/306743908/,3,8,3,62.8,13982554.0,Новомосковская
developer,https://www.cian.ru/sale/flat/307016639/,12,15,3,56.36,14044912.0,Румянцево
developer,https://www.cian.ru/sale/flat/309188092/,5,14,3,77.68,14086233.0,Филатов Луг
developer,https://www.cian.ru/sale/flat/309193468/,2,13,3,76.45,14029875.0,Новоподрезково
developer,https://www.cian.ru/sale/flat/309193268/,13,13,3,76.45,13990579.0,Новоподрезково
developer,https://www.cian.ru/sale/flat/306748266/,3,18,3,59.2,14011456.0,Бунинская аллея
developer,https://www.cian.ru/sale/flat/306748272/,3,9,3,62.1,14013424.0,Бунинская аллея
developer,https://www.cian.ru/sale/flat/306742232/,2,16,3,60.3,14014047.0,Ольховая
developer,https://www.cian.ru/sale/flat/309186060/,13,14,3,77.91,14224012.0,Щербинка
developer,https://www.cian.ru/sale/flat/309190423/,3,12,3,78.69,14203680.0,Щербинка
developer,https://www.cian.ru/sale/flat/303784731/,16,23,3,56.1,14199551.0,Филатов Луг
developer,https://www.cian.ru/sale/flat/308900664/,2,21,3,66.59,14137723.0,Калитники
developer,https://www.cian.ru/sale/flat/309195418/,8,16,3,75.1,14105928.0,Филатов Луг
developer,https://www.cian.ru/sale/flat/309193466/,2,16,3,80.62,14175495.0,Новоподрезково
developer,https://www.cian.ru/sale/flat/306744795/,2,9,3,78.8,14108982.0,Толстопальцево
developer,https://www.cian.ru/sale/flat/309195209/,10,13,3,68.21,14247762.0,Филатов Луг
developer,https://www.cian.ru/sale/flat/309197769/,8,9,3,78.95,14179968.0,Силикатная
developer,https://www.cian.ru/sale/flat/306745988/,3,9,3,79.1,14215219.0,Улица Горчакова
developer,https://www.cian.ru/sale/flat/306742067/,15,15,3,59.3,14170054.0,Ольховая
developer,https://www.cian.ru/sale/flat/307327568/,2,17,3,71.7,14203052.0,Щербинка
developer,https://www.cian.ru/sale/flat/308716596/,2,23,3,79.1,14144694.0,Филатов Луг
developer,https://www.cian.ru/sale/flat/304058013/,1,20,3,76.4,14103866.0,Филатов Луг
developer,https://www.cian.ru/sale/flat/306745349/,4,9,3,69.8,14260559.0,Толстопальцево
developer,https://www.cian.ru/sale/flat/298554138/,4,23,3,80.8,14396148.0,Филатов Луг
developer,https://www.cian.ru/sale/flat/306747572/,5,9,3,79.2,14342170.0,Улица Горчакова
developer,https://www.cian.ru/sale/flat/306744324/,7,11,3,63.1,14395137.0,Новомосковская
developer,https://www.cian.ru/sale/flat/304882363/,5,23,3,60.1,14272969.0,Филатов Луг
developer,https://www.cian.ru/sale/flat/306745992/,5,9,3,78.1,14309170.0,Улица Горчакова
developer,https://www.cian.ru/sale/flat/306741916/,15,15,3,75.4,14398445.0,Ольховая
developer,https://www.cian.ru/sale/flat/306741722/,16,16,3,74.0,14288098.0,Ольховая
developer,https://www.cian.ru/sale/flat/298554133/,3,23,3,80.4,14285670.0,Филатов Луг
real_estate_agent,https://www.cian.ru/sale/flat/306654318/,3,9,3,51.1,14500000.0,Медведково
real_estate_agent,https://www.cian.ru/sale/flat/304693329/,7,9,3,58.5,14400000.0,Грачёвская
developer,https://www.cian.ru/sale/flat/308716597/,3,23,3,83.5,14429262.0,Филатов Луг
developer,https://www.cian.ru/sale/flat/309186055/,11,14,3,75.07,14511666.0,Щербинка
developer,https://www.cian.ru/sale/flat/306744799/,5,9,3,78.2,14528778.0,Толстопальцево
developer,https://www.cian.ru/sale/flat/306744960/,4,10,3,71.2,14469193.0,Толстопальцево
developer,https://www.cian.ru/sale/flat/309193134/,10,13,3,76.49,14476410.0,Новоподрезково
developer,https://www.cian.ru/sale/flat/306748446/,9,19,3,78.5,14540634.0,Бунинская аллея
developer,https://www.cian.ru/sale/flat/306747547/,4,9,3,75.6,14516107.0,Улица Горчакова
developer,https://www.cian.ru/sale/flat/309008580/,2,23,3,83.4,14642465.0,Филатов Луг
developer,https://www.cian.ru/sale/flat/306743604/,5,9,3,64.7,14586896.0,Новомосковская
developer,https://www.cian.ru/sale/flat/308575277/,1,15,3,71.1,14667930.0,Солнцево
developer,https://www.cian.ru/sale/flat/306748047/,9,9,3,66.1,14625683.0,Бунинская аллея
developer,https://www.cian.ru/sale/flat/306969224/,2,17,3,78.3,14607491.0,Щербинка
developer,https://www.cian.ru/sale/flat/306747093/,2,9,3,64.0,14610218.0,Бунинская аллея
developer,https://www.cian.ru/sale/flat/306748273/,4,18,3,63.0,14683284.0,Бунинская аллея
developer,https://www.cian.ru/sale/flat/306743603/,9,14,3,61.8,14575123.0,Новомосковская
developer,https://www.cian.ru/sale/flat/306741727/,2,12,3,90.1,14604952.0,Ольховая
developer,https://www.cian.ru/sale/flat/308314563/,4,12,3,59.0,14747698.0,Бунинская аллея
developer,https://www.cian.ru/sale/flat/308984150/,2,38,3,50.3,14770000.0,Перерва
developer,https://www.cian.ru/sale/flat/306742306/,14,15,3,63.3,14756749.0,Ольховая
real_estate_agent,https://www.cian.ru/sale/flat/308068495/,1,16,3,64.3,14800000.0,Южная
developer,https://www.cian.ru/sale/flat/302453432/,14,23,3,60.7,14932928.0,Филатов Луг
developer,https://www.cian.ru/sale/flat/306741725/,15,16,3,75.5,14918340.0,Ольховая
developer,https://www.cian.ru/sale/flat/303069087/,1,9,3,63.6,14887000.0,Кедровая
developer,https://www.cian.ru/sale/flat/303068845/,1,12,3,65.2,14944000.0,Кедровая
developer,https://www.cian.ru/sale/flat/309188090/,7,17,3,78.86,14873524.0,Филатов Луг
developer,https://www.cian.ru/sale/flat/306862956/,3,13,3,61.1,14915121.0,Прокшино
developer,https://www.cian.ru/sale/flat/306862996/,2,16,3,81.4,14900959.0,Бунинская аллея
developer,https://www.cian.ru/sale/flat/306746734/,2,9,3,69.7,14880532.0,Улица Горчакова
developer,https://www.cian.ru/sale/flat/306746528/,2,8,3,67.6,14845433.0,Улица Горчакова
developer,https://www.cian.ru/sale/flat/306742811/,16,16,3,56.3,14944103.0,Прокшино
realtor,https://www.cian.ru/sale/flat/308825031/,13,18,3,74.5,15000000.0,Бунинская аллея
real_estate_agent,https://www.cian.ru/sale/flat/308833383/,6,9,3,59.6,14950000.0,Новогиреево
realtor,https://www.cian.ru/sale/flat/306410970/,3,3,3,65.0,14950000.0,Вешняки
realtor,https://www.cian.ru/sale/flat/307452550/,7,8,3,70.0,14999000.0,Стахановская
real_estate_agent,https://www.cian.ru/sale/flat/302449797/,10,12,3,64.0,15000000.0,Домодедовская
developer,https://www.cian.ru/sale/flat/307153561/,3,19,3,69.9,15042480.0,
developer,https://www.cian.ru/sale/flat/309185840/,7,10,3,76.08,15048294.0,Щербинка
developer,https://www.cian.ru/sale/flat/309186528/,7,7,3,78.48,15053130.0,Рассказовка
developer,https://www.cian.ru/sale/flat/308984387/,2,38,3,50.7,14990000.0,Перерва
developer,https://www.cian.ru/sale/flat/306747086/,8,8,3,59.7,15081354.0,Бунинская аллея
developer,https://www.cian.ru/sale/flat/306743620/,4,12,3,66.7,15023086.0,Новомосковская
developer,https://www.cian.ru/sale/flat/306743074/,13,13,3,56.4,14981306.0,Прокшино
developer,https://www.cian.ru/sale/flat/306969498/,4,17,3,78.8,14986577.0,Щербинка
developer,https://www.cian.ru/sale/flat/308716600/,4,23,3,85.5,14955563.0,Филатов Луг
developer,https://www.cian.ru/sale/flat/302453366/,9,23,3,70.7,15210186.0,Филатов Луг
developer,https://www.cian.ru/sale/flat/308314333/,4,15,3,59.0,15247552.0,Бунинская аллея
developer,https://www.cian.ru/sale/flat/307676459/,18,51,3,93.57,39580110.0,Шелепиха
real_estate_agent,https://www.cian.ru/sale/flat/307532779/,10,34,3,84.0,75000000.0,Поклонная
real_estate_agent,https://www.cian.ru/sale/flat/306398198/,8,22,3,123.3,66000000.0,Москва-Сити
real_estate_agent,https://www.cian.ru/sale/flat/308693765/,2,19,3,71.5,31000000.0,Пионерская
real_estate_agent,https://www.cian.ru/sale/flat/306261351/,8,29,3,63.2,27900000.0,Аминьевская
developer,https://www.cian.ru/sale/flat/309004360/,2,25,3,87.5,37535225.0,Гражданская
real_estate_agent,https://www.cian.ru/sale/flat/303674227/,6,6,3,137.7,44500000.0,Беговая
developer,https://www.cian.ru/sale/flat/304284346/,3,4,3,217.0,430000201.0,Минская
developer,https://www.cian.ru/sale/flat/308416266/,8,44,3,85.19,39383337.0,Марьина Роща
real_estate_agent,https://www.cian.ru/sale/flat/307310125/,3,5,3,112.0,85000000.0,Спортивная
real_estate_agent,https://www.cian.ru/sale/flat/308140384/,5,7,3,86.2,64000000.0,Китай-город
developer,https://www.cian.ru/sale/flat/308473224/,7,27,3,79.4,31914512.0,Щукинская
official_representative,https://www.cian.ru/sale/flat/309103107/,27,52,3,124.0,118000000.0,Ломоносовский проспект
developer,https://www.cian.ru/sale/flat/300708046/,2,32,3,70.3,18319850.0,Стахановская
developer,https://www.cian.ru/sale/flat/308902368/,6,21,3,102.8,49047216.0,Щукинская
real_estate_agent,https://www.cian.ru/sale/flat/300342112/,40,51,3,78.0,36698000.0,Раменки
real_estate_agent,https://www.cian.ru/sale/flat/307000211/,2,7,3,137.1,650000000.0,Пушкинская
developer,https://www.cian.ru/sale/flat/308968759/,3,11,3,125.9,208163060.0,Спортивная
real_estate_agent,https://www.cian.ru/sale/flat/247174958/,8,53,3,150.0,135000000.0,Ломоносовский проспект
real_estate_agent,https://www.cian.ru/sale/flat/296833235/,22,23,3,163.0,56000000.0,Новаторская
developer,https://www.cian.ru/sale/flat/309207143/,6,15,3,69.74,29932408.0,Тульская
real_estate_agent,https://www.cian.ru/sale/flat/308961008/,2,16,3,100.0,180000000.0,Спортивная
real_estate_agent,https://www.cian.ru/sale/flat/308878043/,13,21,3,76.1,76000000.0,Улица 1905 года
developer,https://www.cian.ru/sale/flat/304094878/,2,14,3,96.1,103530000.0,Белорусская
homeowner,https://www.cian.ru/sale/flat/300510628/,21,40,3,84.2,38500000.0,ЗИЛ
real_estate_agent,https://www.cian.ru/sale/flat/306947550/,3,6,3,72.0,30000000.0,Савёловская
developer,https://www.cian.ru/sale/flat/301551510/,4,34,3,92.5,35954750.0,Беломорская
real_estate_agent,https://www.cian.ru/sale/flat/303393129/,3,6,3,136.0,129500000.0,Трубная
real_estate_agent,https://www.cian.ru/sale/flat/297042900/,3,10,3,173.6,165000000.0,Белорусская
developer,https://www.cian.ru/sale/flat/303506224/,9,34,3,57.1,23953450.0,Нагорная
real_estate_agent,https://www.cian.ru/sale/flat/302218758/,3,6,3,138.0,129000000.0,Трубная
real_estate_agent,https://www.cian.ru/sale/flat/307215537/,3,14,3,138.9,236130000.0,Киевская
developer,https://www.cian.ru/sale/flat/306675158/,6,9,3,107.1,101590668.0,Китай-город
homeowner,https://www.cian.ru/sale/flat/308839662/,2,12,3,103.0,31600000.0,Новомосковская
real_estate_agent,https://www.cian.ru/sale/flat/300883472/,2,5,3,140.0,194662364.0,Трубная
real_estate_agent,https://www.cian.ru/sale/flat/308949251/,3,10,3,98.6,48000000.0,Таганская
real_estate_agent,https://www.cian.ru/sale/flat/307776114/,6,17,3,73.6,24500000.0,Преображенская площадь
developer,https://www.cian.ru/sale/flat/306657971/,2,7,3,123.1,169387570.0,Тургеневская
real_estate_agent,https://www.cian.ru/sale/flat/305320579/,27,53,3,124.0,118000000.0,Ломоносовский проспект
real_estate_agent,https://www.cian.ru/sale/flat/290884000/,3,24,3,107.6,73000000.0,Белорусская
developer,https://www.cian.ru/sale/flat/306783475/,4,5,3,133.6,146300000.0,Смоленская
real_estate_agent,https://www.cian.ru/sale/flat/309118638/,14,15,3,133.91,227647000.0,Спортивная
real_estate_agent,https://www.cian.ru/sale/flat/293100672/,2,5,3,207.4,437535000.0,Лубянка
developer,https://www.cian.ru/sale/flat/308071743/,2,16,3,62.45,27610643.0,Преображенская площадь
real_estate_agent,https://www.cian.ru/sale/flat/302887883/,9,14,3,102.0,133500000.0,Спортивная
real_estate_agent,https://www.cian.ru/sale/flat/308138114/,3,4,3,136.6,340000000.0,Боровицкая
real_estate_agent,https://www.cian.ru/sale/flat/308786193/,6,15,3,140.0,300000000.0,Спортивная
developer,https://www.cian.ru/sale/flat/308309968/,15,48,3,74.5,24696005.0,Тушинская
developer,https://www.cian.ru/sale/flat/308017398/,8,17,3,108.6,63867660.0,Филёвский парк
real_estate_agent,https://www.cian.ru/sale/flat/307939484/,3,13,3,106.0,146690000.0,Спортивная
developer,https://www.cian.ru/sale/flat/306341805/,5,12,4,184.7,460790000.0,Фрунзенская
real_estate_agent,https://www.cian.ru/sale/flat/297733877/,80,85,4,294.6,412440000.0,Деловой центр
real_estate_agent,https://www.cian.ru/sale/flat/308071697/,2,4,4,210.0,124970000.0,Пушкинская
developer,https://www.cian.ru/sale/flat/296921048/,2,13,4,125.7,61997125.0,Фили
real_estate_agent,https://www.cian.ru/sale/flat/288460497/,6,6,4,324.5,250000000.0,Белорусская
real_estate_agent,https://www.cian.ru/sale/flat/307823693/,11,15,4,103.7,50000000.0,Павелецкая
developer,https://www.cian.ru/sale/flat/303519424/,2,10,4,136.1,152135071.0,Поклонная
real_estate_agent,https://www.cian.ru/sale/flat/305679511/,11,20,4,90.71,32501393.0,Тульская
real_estate_agent,https://www.cian.ru/sale/flat/308120148/,8,8,4,110.0,46690000.0,Сухаревская
developer,https://www.cian.ru/sale/flat/301460332/,7,32,4,114.8,70487200.0,Павелецкая
real_estate_agent,https://www.cian.ru/sale/flat/309026596/,6,8,4,180.0,600000000.0,Спортивная
real_estate_agent,https://www.cian.ru/sale/flat/308099078/,21,21,4,106.0,69500000.0,Авиамоторная
developer,https://www.cian.ru/sale/flat/306541543/,18,21,4,234.3,344593211.0,Улица 1905 года
real_estate_agent,https://www.cian.ru/sale/flat/308015928/,28,37,4,177.3,215000000.0,Поклонная
real_estate_agent,https://www.cian.ru/sale/flat/308275177/,5,8,4,100.0,57000000.0,Университет
developer,https://www.cian.ru/sale/flat/300289409/,53,54,4,116.85,62364598.0,Дмитровская
real_estate_agent,https://www.cian.ru/sale/flat/293126875/,21,23,4,244.1,78000000.0,ЦСКА
developer,https://www.cian.ru/sale/flat/306614616/,27,46,4,96.1,39624279.0,Павелецкая
real_estate_agent,https://www.cian.ru/sale/flat/304369940/,3,9,4,143.0,108900000.0,Китай-город
real_estate_agent,https://www.cian.ru/sale/flat/303029971/,2,5,4,107.7,34950000.0,Студенческая
developer,https://www.cian.ru/sale/flat/301911033/,18,20,4,127.0,74295000.0,Бауманская
real_estate_agent,https://www.cian.ru/sale/flat/305881561/,3,9,4,142.5,108900000.0,Китай-город
real_estate_agent,https://www.cian.ru/sale/flat/307151489/,4,5,4,98.5,46000000.0,Цветной бульвар
developer,https://www.cian.ru/sale/flat/303408628/,5,14,4,198.4,557450000.0,Полянка
real_estate_agent,https://www.cian.ru/sale/flat/306890254/,9,9,4,233.0,600000000.0,Спортивная
real_estate_agent,https://www.cian.ru/sale/flat/306604445/,6,7,4,160.0,99999000.0,Маяковская
developer,https://www.cian.ru/sale/flat/307668413/,16,25,4,178.8,182376000.0,Кунцевская
developer,https://www.cian.ru/sale/flat/303137117/,2,25,4,105.3,32101232.0,Щёлковская
real_estate_agent,https://www.cian.ru/sale/flat/307701788/,6,8,4,233.2,430000000.0,Парк Культуры
real_estate_agent,https://www.cian.ru/sale/flat/300300021/,40,48,4,121.9,63000000.0,Народное Ополчение
developer,https://www.cian.ru/sale/flat/309202279/,7,14,4,107.8,52094748.0,Спартак
real_estate_agent,https://www.cian.ru/sale/flat/308464189/,3,10,4,162.0,157000000.0,Курская
real_estate_agent,https://www.cian.ru/sale/flat/308295722/,4,7,4,208.0,204183000.0,Пушкинская
developer,https://www.cian.ru/sale/flat/306742725/,15,17,4,66.5,16965015.0,Прокшино
real_estate_agent,https://www.cian.ru/sale/flat/308599011/,2,6,4,166.2,350000000.0,Кропоткинская
real_estate_agent,https://www.cian.ru/sale/flat/305951087/,6,8,4,190.3,69000000.0,Бауманская
developer,https://www.cian.ru/sale/flat/306743768/,16,23,4,66.7,14000927.0,Новомосковская
real_estate_agent,https://www.cian.ru/sale/flat/307945191/,18,20,4,199.4,239280000.0,Краснопресненская
real_estate_agent,https://www.cian.ru/sale/flat/294292628/,15,15,4,231.3,165858000.0,Маяковская
developer,https://www.cian.ru/sale/flat/309008644/,8,23,4,85.9,15332744.0,Филатов Луг
real_estate_agent,https://www.cian.ru/sale/flat/308695817/,23,24,4,123.0,95000000.0,Кунцевская
real_estate_agent,https://www.cian.ru/sale/flat/305779304/,19,50,4,213.8,119950000.0,Аэропорт
developer,https://www.cian.ru/sale/flat/306741551/,5,16,4,86.7,36929382.0,Октябрьское поле
real_estate_agent,https://www.cian.ru/sale/flat/305270270/,12,16,4,177.0,170000000.0,Улица 1905 года
real_estate_agent,https://www.cian.ru/sale/flat/302531578/,2,27,4,145.3,150000000.0,Белорусская
developer,https://www.cian.ru/sale/flat/303088352/,23,26,4,99.0,30120404.0,Трикотажная
real_estate_agent,https://www.cian.ru/sale/flat/296835523/,3,13,4,110.4,97500000.0,Новослободская
real_estate_agent,https://www.cian.ru/sale/flat/305284493/,6,8,4,134.0,71700000.0,Маяковская
developer,https://www.cian.ru/sale/flat/308314503/,10,14,4,65.5,14789082.0,Бунинская аллея
real_estate_agent,https://www.cian.ru/sale/flat/307153735/,4,7,4,150.0,226130000.0,Арбатская
real_estate_agent,https://www.cian.ru/sale/flat/308901210/,18,29,4,78.0,25700000.0,Угрешская
developer,https://www.cian.ru/sale/flat/306740630/,2,22,4,83.7,18598140.0,Бунинская аллея
real_estate_agent,https://www.cian.ru/sale/flat/306063534/,7,20,4,178.0,77000000.0,Профсоюзная
real_estate_agent,https://www.cian.ru/sale/flat/308450917/,4,8,4,160.0,135000000.0,Цветной бульвар
developer,https://www.cian.ru/sale/flat/306741898/,9,15,4,62.1,12444679.0,Ольховая
real_estate_agent,https://www.cian.ru/sale/flat/303390440/,12,16,4,177.0,170000000.0,Улица 1905 года
developer,https://www.cian.ru/sale/flat/306341836/,11,12,4,339.5,1015540000.0,Фрунзенская
developer,https://www.cian.ru/sale/flat/300605510/,2,19,4,78.4,16714880.0,
real_estate_agent,https://www.cian.ru/sale/flat/306110367/,5,10,4,155.0,117160000.0,Мичуринский проспект
real_estate_agent,https://www.cian.ru/sale/flat/307715589/,21,22,4,143.2,92550000.0,Терехово 
developer,https://www.cian.ru/sale/flat/306745669/,4,9,4,78.5,12774941.0,Толстопальцево
real_estate_agent,https://www.cian.ru/sale/flat/291733228/,2,7,4,161.6,265500000.0,Арбатская
realtor,https://www.cian.ru/sale/flat/301428962/,82,85,4,285.0,251000000.0,Деловой центр
developer,https://www.cian.ru/sale/flat/304058024/,3,20,4,102.4,18953124.0,Филатов Луг
real_estate_agent,https://www.cian.ru/sale/flat/305278116/,2,7,4,165.7,109900000.0,Смоленская
real_estate_agent,https://www.cian.ru/sale/flat/299329856/,4,7,4,195.0,234810450.0,Парк Культуры
developer,https://www.cian.ru/sale/flat/308071038/,22,24,4,136.3,68464084.0,Технопарк
real_estate_agent,https://www.cian.ru/sale/flat/291881729/,2,11,4,129.1,65000000.0,Раменки
real_estate_agent,https://www.cian.ru/sale/flat/308892399/,5,6,4,203.27,650560000.0,Кузнецкий мост
developer,https://www.cian.ru/sale/flat/306154985/,15,23,4,189.1,194080000.0,Улица 1905 года
real_estate_agent,https://www.cian.ru/sale/flat/306369708/,6,7,4,167.5,157500000.0,Минская
real_estate_agent,https://www.cian.ru/sale/flat/308014060/,9,14,4,88.0,64900000.0,Марьина Роща
developer,https://www.cian.ru/sale/flat/306155256/,8,23,4,165.2,174230000.0,Улица 1905 года
real_estate_agent,https://www.cian.ru/sale/flat/308405074/,40,53,4,165.0,136122000.0,Ломоносовский проспект
developer,https://www.cian.ru/sale/flat/304882554/,20,23,4,85.2,20273255.0,Филатов Луг
developer,https://www.cian.ru/sale/flat/301425686/,23,34,4,98.2,39417480.0,Нагорная
real_estate_agent,https://www.cian.ru/sale/flat/305017608/,9,20,4,96.0,60900000.0,Павелецкая
real_estate_agent,https://www.cian.ru/sale/flat/304837627/,5,5,4,229.9,140000000.0,Баррикадная
developer,https://www.cian.ru/sale/flat/303822029/,3,14,4,100.3,83549900.0,Киевская
realtor,https://www.cian.ru/sale/flat/304599863/,16,67,4,130.0,143000000.0,Москва-Сити
real_estate_agent,https://www.cian.ru/sale/flat/304364690/,2,5,4,177.0,70000000.0,Пушкинская
developer,https://www.cian.ru/sale/flat/306568161/,29,32,4,128.1,62512800.0,Алексеевская
real_estate_agent,https://www.cian.ru/sale/flat/308573956/,47,55,4,108.36,50000000.0,Марьина Роща
real_estate_agent,https://www.cian.ru/sale/flat/308278113/,13,17,4,124.0,65000000.0,Петровский Парк
real_estate_agent,https://www.cian.ru/sale/flat/309179864/,2,11,4,199.0,200000000.0,Фрунзенская
real_estate_agent,https://www.cian.ru/sale/flat/308367003/,5,11,4,104.0,99000000.0,Белорусская
developer,https://www.cian.ru/sale/flat/308969940/,37,49,4,129.6,58216320.0,Мичуринский проспект
real_estate_agent,https://www.cian.ru/sale/flat/307290967/,5,6,4,95.0,66500000.0,Смоленская
real_estate_agent,https://www.cian.ru/sale/flat/306771715/,5,6,4,101.0,120000000.0,Тверская
developer,https://www.cian.ru/sale/flat/308969733/,47,50,4,126.7,66542840.0,Мичуринский проспект
real_estate_agent,https://www.cian.ru/sale/flat/305506274/,2,11,4,199.0,200000000.0,Фрунзенская
real_estate_agent,https://www.cian.ru/sale/flat/300347461/,15,17,4,115.0,37000000.0,Озёрная
developer,https://www.cian.ru/sale/flat/298148318/,9,17,4,120.2,70700799.0,Ломоносовский проспект
real_estate_agent,https://www.cian.ru/sale/flat/305124470/,8,41,4,97.72,55000000.0,Кутузовская
real_estate_agent,https://www.cian.ru/sale/flat/304597500/,3,7,4,227.0,972300000.0,Спортивная
developer,https://www.cian.ru/sale/flat/298148355/,10,17,4,123.0,72222894.0,Ломоносовский проспект
real_estate_agent,https://www.cian.ru/sale/flat/308826485/,17,21,4,185.0,191500000.0,Улица 1905 года
real_estate_agent,https://www.cian.ru/sale/flat/293449159/,20,36,4,123.0,60500000.0,Динамо
developer,https://www.cian.ru/sale/flat/306872312/,38,46,4,103.1,54926525.0,Беговая
real_estate_agent,https://www.cian.ru/sale/flat/302590854/,4,4,4,288.0,574431000.0,Китай-город
real_estate_agent,https://www.cian.ru/sale/flat/307640044/,18,21,4,273.0,400000000.0,Улица 1905 года
developer,https://www.cian.ru/sale/flat/301260368/,24,33,4,103.6,56586320.0,Павелецкая
real_estate_agent,https://www.cian.ru/sale/flat/307770341/,9,18,4,176.6,96000000.0,ЦСКА
real_estate_agent,https://www.cian.ru/sale/flat/306842132/,11,13,4,141.0,94900000.0,Маяковская
developer,https://www.cian.ru/sale/flat/305021220/,11,34,4,102.2,59868760.0,Воронцовская
real_estate_agent,https://www.cian.ru/sale/flat/274247449/,40,60,4,175.2,243000000.0,Деловой центр
developer,https://www.cian.ru/sale/flat/308802695/,15,21,4,111.4,44720973.0,Павелецкая
